Date,Time,Order Number,Item Description,Quantity Sold,Sold Price
2026-05-07,21:35:34,20-14593-35765,Psyduck 028/189 Reverse Holo Pokemon TCG: Astral Radiance 028/189,1,2.29
2026-05-08,2:47:01,11-14607-73279,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-05-08,16:47:10,17-14601-45206,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,1,9.95
2026-05-08,18:56:14,14-14606-50910,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,1,9.95
2026-05-08,19:11:31,10-14611-81220,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-09,5:30:53,19-14600-14479,2026 Topps Chrome Black Baseball Hobby Box - Ships Same Day - New Sealed,1,369.5
2026-05-09,7:56:39,22-14595-98282,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-09,10:59:15,27-14589-21641,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,6,53.7
2026-05-09,13:33:59,22-14597-25684,First Partners Piplup S-Chinese Pokemon TCG 012 30th-P Sealed US SELLER NM Promo,1,11.99
2026-05-09,15:42:40,01-14630-85786,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,5,44.75
2026-05-09,15:48:47,18-14603-77628,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-09,16:24:23,17-14605-29266,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,2,18.52
2026-05-09,16:30:58,16-14606-94386,Bum Swirl Double Swirl 🌀 Pikachu 051 /162 Stamped 2026 Pokemon Day Promo TCG,1,17
2026-05-09,16:43:09,21-14598-96436,NFL 15 Card Football Lot | 1 Auto/#d/Mem + 14 Rookie/Insert/Parallel | Optic,1,9.45
2026-05-09,17:38:55,23-14596-48973,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-10,6:47:57,17-14607-14660,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,3,28.35
2026-05-10,9:03:14,05-14626-73028,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-10,11:00:17,05-14627-21188,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-10,12:03:29,04-14628-65619,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,4,35.8
2026-05-10,15:24:56,17-14609-22819,Glaceon ex - (Holiday Calendar) Double Rare SV: Prismatic Evolutions 026/131 NM,1,2.79
2026-05-10,17:45:12,09-14621-97938,Pokémon TCG Mega Scrafty Ex 270/217 Mega Attack Rare Ascended Heroes,1,7
2026-05-10,19:56:18,15-14613-25560,Golduck 17/100 Reverse Holo Rare EX Sandstorm E Series 2003 Pokemon Card,1,16
2026-05-11,21:17:59,09-14627-62936,Pikachu 025/165 Reverse Holo - SV: Scarlet & Violet 151 - Pokemon TCG 025/165,1,2.29
2026-05-12,6:30:25,06-14633-99408,Pokemon Team Rocket's Transceiver 263/217 Ascended Heroes NM Ultra Rare Holo TCG,1,2.5
2026-05-12,10:40:52,23-14608-60163,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-12,18:15:46,02-14643-00749,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-12,18:25:35,05-14638-58720,Raichu V 158/172 Ultra Rare Brilliant Stars Pokemon TCG Full Art NM,1,5.79
2026-05-12,18:25:35,05-14638-58720,Pokemon Omastar V 174/195 Silver Tempest Sword & Shield FULL ART,1,3.29
2026-05-12,18:25:36,05-14638-58720,Single Strike Urshifu V 150/163 Pokemon TCG Battle Styles Full Art Holo NM,1,5.95
2026-05-12,18:54:50,26-14605-60641,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,2,19.5
2026-05-12,21:52:29,12-14627-70769,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR DR EX Full Art Reverse Hits,1,9.95
2026-05-13,4:26:27,24-14624-83977,2025 Topps Signature Class Mega Box Football | Sealed Presale 6/5 QTY NFL,2,219.9
2026-05-13,5:44:55,09-14633-41882,Pokemon TCG Ascended Heroes First Partner Deluxe - Promo Cards + PIN,2,5
2026-05-13,14:58:19,05-14642-53944,15 Card Football Lot | 1 Auto/#d/Patch + 14 Rookie/Insert/Parallel Cards,1,9.45
2026-05-13,17:06:43,24-14627-69088,15 Card Football Lot | 1 Auto/#d/Patch + 14 Rookie/Insert/Parallel Cards,3,26.91
2026-05-13,18:46:01,11-14633-24961,15 Card Football Lot | 1 Auto/#d/Patch + 14 Rookie/Insert/Parallel Cards,4,34
2026-05-14,14:18:03,17-14627-36394,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,2,19.5
2026-05-14,14:25:16,23-14618-25757,Pokemon TCG Mega Kangaskhan ex JUMBO MEP 025 Lenti,1,1.99
2026-05-14,21:49:24,07-14644-46315,Eeveelution + Gengar Mixed Lot - 37 Cards (seanley,1,45.88
2026-05-14,22:30:21,21-14622-27890,15 Card Football Lot | 1 Auto/#d/Patch + 14 Rookie,1,9.45
2026-05-15,1:23:50,02-14652-95607,Meowth ex 062/088 Mega Evolution 03 Perfect Order,1,4.95
2026-05-15,13:18:37,17-14631-45714,15 Card Football Lot | 1 Auto/#d/Patch + 14 Rookie,2,18.52
2026-05-15,13:47:43,16-14633-21355,Pokemon Raging Bolt EX Special Illustration Rare 1,1,68.95
2026-05-15,15:35:06,27-14616-68097,Pokemon TCG Mega Kangaskhan ex JUMBO MEP 025 Lenti,1,1.99
2026-05-15,16:01:06,17-14631-94536,15 Card Football Lot | 1 Auto/#d/Patch + 14 Rookie,1,9.45
2026-05-15,17:02:53,22-14624-43882,15 Card Football Lot | 1 Auto/#d/Patch + 14 Rookie,1,9.45
2026-05-15,17:23:15,03-14654-18745,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,2,19.5
2026-05-16,5:58:19,09-14646-14569,15 Card Premium Pikachu Pokemon TCG Lot | 1 Ultra,1,11.74
2026-05-16,12:45:39,25-14622-81926,Pokémon TCG Candice 204/195 Secret Rare Holo SWSH1,1,5.49
2026-05-16,17:55:21,25-14623-67296,20 Card Premium Pikachu Pokemon TCG Lot | 1 Ultra,5,52.8
2026-05-16,18:22:09,10-14646-86879,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,2,19.5
2026-05-17,6:48:27,23-14628-40097,20 Card Premium Pikachu Pokemon TCG Lot | 1 Ultra,1,11.74
2026-05-17,8:52:50,04-14658-51858,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,3,28.35
2026-05-17,10:16:32,11-14647-68834,20 Card Premium Pikachu Pokemon TCG Lot | 1 Ultra,1,11.74
2026-05-17,15:36:25,12-14647-58410,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.95
2026-05-17,16:01:21,03-14661-78430,20 Card Premium Pikachu Pokemon TCG Lot | 1 Ultra,3,33.45
2026-05-17,16:06:17,17-14639-76512,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,6,53.7
2026-05-17,17:08:13,22-14632-30616,Pokémon Lt. Surge's Bargain Me01 Mega Evolution Ra,1,19.95
2026-05-17,18:06:42,,Espeon V - Double Rare S6a: Eevee Heroes 035/069 Holo NM KOREAN KR 35/69,1,0.99
2026-05-17,19:42:40,13-14647-10477,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.95
2026-05-18,11:05:58,08-14657-35529,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.95
2026-05-18,15:06:59,09-14657-06852,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.95
2026-05-18,15:06:59,09-14657-06852,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,12.95
2026-05-18,17:20:45,23-14635-82372,20 Card Premium Pikachu Pokemon TCG Lot | 1 Ultra,1,12.95
2026-05-18,18:21:42,26-14631-26131,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.95
2026-05-18,20:35:25,08-14659-47106,20 Card Premium Pikachu Pokemon TCG Lot | 1 Ultra,4,46.6
2026-05-18,21:26:53,10-14656-51334,2026 Topps Series 2 Baseball Hobby Jumbo | 1 Auto,1,349.95
2026-05-18,21:50:43,,Snorlax 109/159 Reverse Holo Crown Zenith Pokemon Card TCG,1,6.25
2026-05-19,18:23:09,07-14665-44497,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.95
2026-05-19,18:37:34,25-14637-20245,Iris's Fighting Spirit 180/159 Ultra Rare Journey,1,2.79
2026-05-19,18:37:35,25-14637-20245,Iris's Fighting Spirit 180/159 Ultra Rare Journey,2,5.98
2026-05-19,18:45:23,11-14659-01805,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.95
2026-05-19,19:09:55,26-14635-68399,2026 Topps Heritage Baseball Mega Box | Sealed New,1,69.95
2026-05-19,19:34:10,18-14648-30081,2020 Bowman 1st First #BP-25 Bobby Witt Jr. Prospe,1,2.79
2026-05-19,22:31:40,21-14643-59638,N's PP Up 262/217 ME: Ascended Heroes NM Pokemon U,1,4.99
2026-05-20,18:42:51,06-14671-66075,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,2,19.5
2026-05-20,22:09:48,20-14649-86270,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.95
2026-05-21,0:28:55,14-14659-57127,30 Card Elite Pikachu Pack | 1 Guaranteed Pikachu,2,44
2026-05-21,10:33:27,15-14659-63784,Misty's Psyduck Illustration Rare SV10: Destined R,1,79.95
2026-05-21,12:02:27,01-14683-21137,Cooper Flagg 2025-26 Topps #PP-16 PSA 10 Gem MT Po,1,109.95
2026-05-21,14:29:47,24-14661-39775,20 Card Elite Pikachu Pack | 1 Guaranteed Pikachu,1,12.3
2026-05-21,14:54:13,26-14643-51033,20 Card Elite Pikachu Pack | 1 Guaranteed Pikachu,1,12.3
2026-05-21,16:13:32,10-14668-70982,Pokemon Team Rocket's Crobat ex - 217/182 SV10: De,1,3.49
2026-05-21,16:28:33,,Topps 2026 Bowman Baseball Hobby Box Factory Sealed MLB ✅ IN HAND SHIPS NOW,1,301
2026-05-22,12:15:02,25-14648-62027,SEALED CASE 2026 Topps Bowman Baseball 12 Hobby Bo,1,3799
2026-05-22,15:07:09,21-14655-13415,Corviknight VMAX 110/163 Holo VMAX Rare Battle Sty,1,2.49
2026-05-22,18:07:59,13-14668-82325,Venusaur V 001/073 Holo V Rare Champion's Path Pok,1,3.49
2026-05-22,18:09:34,15-14665-28491,Dragonite V - 049/078 - Pokémon GO Ultra Rare Holo,1,5.49
2026-05-22,18:12:58,20-14657-50035,Pokemon Greninja V Fusion Strike #073/264 Ultra Ra,1,3.99
2026-05-22,18:15:11,07-14678-22153,Pokémon TCG- 038/072 Morpeko - VMAX Holo Rare Ultr,1,3.49
2026-05-22,18:15:34,02-14686-44242,Mewtwo 056/172 Swsh09: Brilliant Stars Reverse Hol,1,2.99
2026-05-22,18:17:07,08-14676-25563,Gallade V SWSH258 Holo Promo Sword & Shield Promo,1,1.49
2026-05-22,18:17:35,21-14655-63200,Shadow Rider Calyrex VMAX 075/198 Chilling Reign P,1,1.49
2026-05-22,18:18:25,21-14655-63394,Kingler VMAX Holo Ultra Rare Pokémon TCG Brilliant,1,2.99
2026-05-22,18:19:03,27-14646-78921,Ditto VMAX Holo Ultra Rare Shining Fates 051/072 N,1,5.49
2026-05-22,18:19:07,05-14681-85534,Rotom V (Full Art) Ultra Rare SWSH11: Lost Origin,1,4.49
2026-05-22,18:20:31,25-14649-72720,Judge 222/182 Ultra Rare Destined Rivals Pokemon N,1,4.49
2026-05-22,18:21:05,08-14676-26594,Pokemon Team Rocket's Transceiver 263/217 Ascended,1,3.29
2026-05-22,18:21:49,27-14646-79651,Pokemon Galvantula ex - 159/142 - Full Art Ultra R,1,3.95
2026-05-22,18:22:19,09-14674-83387,Pikachu 062/193 Sv02: Paldea Evolved Reverse Holo,1,1.99
2026-05-22,18:22:43,24-14666-06093,Charmander 026/197 Reverse Holo Near Mint Pokemon,1,1.99
2026-05-22,18:23:36,07-14678-24361,Pokemon TCG Mega Emboar EX 031/217 Ascended Heroes,1,1.99
2026-05-22,18:24:41,08-14676-27461,Korean ex Double Rare Lot Pokemon TCG 8x Pidgeot L,1,9.99
2026-05-22,18:25:00,20-14657-53336,Precious Trolley ACE SPEC - Surging Sparks - SSP 1,1,2.95
2026-05-22,18:26:12,05-14681-87267,Wondrous Patch 117/088 Perfect Order Holo Secret R,1,5.95
2026-05-23,6:08:41,01-14689-97217,2025 Topps Inception Baseball Hobby Box - QTY Avai,3,908.46
2026-05-23,13:11:00,10-14675-96503,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.95
2026-05-23,16:39:28,16-14667-27241,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.95
2026-05-23,19:23:45,06-14683-74235,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,4,34.2
2026-05-23,20:55:08,26-14652-09926,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.5
2026-05-23,21:56:39,15-14669-42349,15 Card Football Lot | 1 Jersey Patch Mem + 14 Roo,1,9.45
2026-05-24,11:21:23,12-14676-25544,Pokemon TCG Perfect Order Mega Starmie EX 102/088,1,14
2026-05-24,11:30:20,18-14666-81220,Team Rocket's Houndoom 191/182 SV10: Destined Riva,1,17
2026-05-24,14:14:41,19-14665-88138,15 Card Football Lot | 1 Jersey Patch Mem + 14 Roo,2,18.52
2026-05-24,17:27:12,18-14668-01451,QTY Discount | 2025 Topps Signature Class Mega Box,1,97.5
2026-05-25,13:41:58,10-14684-05774,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,6,51.3
2026-05-25,15:02:23,21-14666-78912,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,2,18.62
2026-05-25,15:43:10,23-14664-19969,QTY Discount 2026 Topps Chrome Disney Factory Seal,2,1067.22
2026-05-25,16:33:33,12-14681-69644,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,7,59.85
2026-05-25,18:39:18,20-14669-39890,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.5
2026-05-25,19:34:21,09-14686-93426,15 Card Football Lot | 1 Jersey Patch Mem + 14 Roo,2,24.4
2026-05-25,19:35:01,25-14661-79668,2024 Topps Chrome Jackson Chourio RC #161 Milwauke,1,1.63
2026-05-26,9:14:40,11-14686-07805,15 Card Football Lot | 1 Jersey Patch Mem + 14 Roo,1,12.45
2026-05-26,9:37:07,15-14679-78836,Dunsparce 120/159 Reverse Holo - SV Journey Togeth,1,1.74
2026-05-26,12:21:43,24-14681-22667,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.65
2026-05-26,12:35:26,23-14668-14129,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.65
2026-05-26,14:23:07,07-14693-96696,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,4,35.08
2026-05-26,16:51:36,14-14683-18339,20 Card Elite Pikachu Pack | 1 Guaranteed Pikachu,1,13.95
2026-05-26,17:18:17,20-14673-72649,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.75
2026-05-27,12:57:30,15-14685-10281,15 Card Football Lot | 1 Jersey Patch Mem + 14 Hit,1,11.95
2026-05-27,13:07:07,05-14701-77107,15 Card Football Lot | 1 Jersey Patch Mem + 14 Hit,2,23.42
2026-05-27,13:09:57,19-14679-01384,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.75
2026-05-27,14:07:39,03-14704-72431,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.75
2026-05-27,16:42:18,08-14696-92660,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.75
2026-05-27,16:59:42,13-14689-51773,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,2,19.1
2026-05-27,17:52:42,13-14689-67967,15 Card Football Lot | 1 Jersey Patch Mem + 14 Hit,4,43
2026-05-27,19:42:07,17-14683-33508,Pokegear 3.0 Poke Ball Pattern 084/086 Pokemon SV:,1,2.29
2026-05-28,11:40:57,27-14670-49604,15 Card Football Lot | 1 Jersey Patch Mem + 14 Hit,4,43
2026-05-28,14:52:23,01-14713-42328,2026 Topps Series 2 Baseball Hobby Box Factory Sea,1,198.95
2026-05-28,15:56:54,14-14691-86989,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,12.25
2026-05-28,15:56:54,14-14691-86989,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.75
2026-05-28,15:56:54,14-14691-86989,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,1.99
2026-05-28,18:41:12,01-14714-12775,Pokémon TCG: Mega Evolution - Chaos Rising Booster,1,234.95
2026-05-28,19:33:41,20-14682-94557,2026 Topps Bowman Baseball Mega Sealed Case - 20 B,2,2600
2026-05-29,2:13:16,14-14693-31640,Pokemon TCG Clawitzer 38/132 Mega Evolution ME1 Co,1,1.79
2026-05-29,9:35:07,05-14709-68889,2025 Donruss Optic Abdul Carter #300 Holo Prizm Ro,1,1.49
2026-05-29,10:54:06,21-14683-53202,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.75
2026-05-29,12:26:00,05-14710-39920,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.75
2026-05-29,12:46:08,06-14708-53730,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,9.75
2026-05-29,14:10:49,19-14687-92945,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,2,19.1
2026-05-29,14:42:25,14-14695-94490,20 Card Elite Pikachu Pack | 1 Guaranteed Pikachu,1,12.25
2026-05-29,17:49:28,22-14683-73661,15 Card Football Lot | 1 Jersey Patch Mem + 14 Hit,5,53.75
2026-05-29,18:26:36,04-14712-70964,20 Card Elite Pikachu Pack | 1 Guaranteed Pikachu,2,23.76
2026-05-30,10:32:39,08-14708-22335,Steelix 150/132 Me01: Mega Evolution Holo TAG 10 G,1,76
2026-06-01,11:04:31,01-14729-82315,15 Card Football Lot | 1 Jersey Patch Mem + 14 Hit,1,11.95
2026-06-01,18:38:57,06-14722-86498,POKEMON Clobbopus TAG 9 207/191 EN-SURGING SPARK,1,20.95
2026-06-01,21:01:48,05-14725-22982,Pokemon 15 Card Lot 1 Ultra Rare + All Holos | IR,1,19.85
2026-06-03,0:44:55,18-14708-64045,15 Card Football Lot | 1 Jersey Patch Mem + 14 Hit,3,34.05
2026-06-03,20:14:38,15-14717-30008,Pokemon TCG ME04 Chaos Rising Booster Bundle New S,2,93.1
2026-06-04,8:29:18,12-14724-12976,2026 Topps Series 2 Baseball Hobby Box Factory Sea,1,198.95
2026-06-04,11:16:49,11-14726-29059,15 Card Football Lot | 1 Jersey Patch Mem + 14 Hit,1,11.75
2026-06-07,10:21:40,02-14753-14030,2026 Topps Chrome Marvel Comics Hobby Box (CONFIRM,2,790
2026-06-07,12:17:29,22-14721-01448,15 Card Football Lot | 1 Jersey Patch Mem + 14 Hit,1,11.75
2026-06-09,6:32:29,05-14757-16295,Adam Vinatieri /94 SP 2025 Panini Instant #440 Pat,1,12.99
2026-06-10,18:41:18,08-14758-53329,QTY Available Disney Lorcana TCG Wilds Unknown Boo,2,489.9
2026-06-10,19:27:30,13-14751-05051,15 Card Football Lot | 1 Jersey Patch Mem + 14 Hit,4,42.28
2026-06-13,12:44:03,19-14752-15472,2026 Topps UFC Freedom 250 Hobby box PRESALE Quant,3,717
2026-06-14,18:14:27,11-14770-09109,Steelix 150/132 Mega Evolution Illustration Rare P,1,6.99
2026-06-14,19:04:48,05-14780-83243,2026 Topps Series 2 Baseball Hobby Box Factory Sea,1,169.99
2026-06-15,0:09:20,12-14769-44498,2026 Topps Tier One MLB Baseball Hobby Box Presale,1,435.99
2026-06-15,7:20:10,19-14759-25394,Gorgeist ex 102/086 Chaos Rising Ultra Rare Pokemon,1,1.99
2026-06-21,8:08:42,09-14800-33870,2025 Topps Chrome NFL Football Blaster Box Lot of,1,154.95
2026-06-21,13:16:12,18-14786-80323,2025 Topps Chrome NFL Football Mega Box Lot of Two,1,189.95
2026-06-21,13:33:34,13-14795-35009,Sprigatito 196/193 Illustration Rare Paldea Evolve,1,54.99
2026-06-21,18:13:44,22-14781-20540,2026 Topps Tier One MLB Baseball Hobby Box Presale,1,420
2026-06-21,19:10:13,08-14804-26791,2025-26 Topps NBA Hoops Basketball SEALED Hobby Bo,1,264.95
2026-06-21,21:01:29,17-14789-87061,Rapid Strike Urshifu VMAX TG21/TG30 Ultra Rare Bri,1,10.49
2026-06-22,12:12:24,23-14782-97110,Lt. Surge's Bargain Mega Evolution SIR 185/132 Pok,1,18.99
2026-06-22,13:59:46,14-14798-26564,Whirlipede 139/086 Art Rare Black Bolt sv11b Korea,1,3
2026-06-22,14:01:19,02-14818-63536,Pokemon TCG TAG 9 Spheal 199/191 Sv08 Surging Spar,1,26
2026-06-22,17:09:07,22-14785-63636,Super Prismatic Evolutions Playmat Pokemon TCG Pad,1,24.95
2026-06-23,20:38:59,06-14817-32559,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,3,26.91
2026-06-23,21:34:32,09-14812-09098,Gloom Cosmo Holo 002/094 Phantasmal Flames Pokemon,1,1.49
2026-06-24,6:51:12,02-14825-68844,2025 Topps Chrome Black NFL Football Hobby Box Pre,1,399.98
2026-06-24,14:13:02,23-14792-05843,Cramorant VMAX 055/072 Shining Fates Ultra Rare Po,1,1.49
2026-06-24,14:38:07,11-14811-95664,2026 Topps Tier One MLB Baseball Hobby Box - On Ha,1,434
2026-06-24,19:46:18,18-14801-28530,2026 Topps Series 2 Baseball Hobby Box Factory Sea,1,159.95
2026-06-26,15:32:30,02-14835-80288,Eevee ex 174 Scarlet & Violet Promo Prismatic Evol,1,27
2026-06-26,19:45:56,03-14834-42528,Victini Cosmos Holo Stamped 012/086 Black Bolt Pro,1,1.79
2026-06-27,12:55:50,18-14811-79486,SEALED Eevee Black Star Promo 173 Prismatic Evolut,1,18
2026-06-27,16:08:21,07-14830-89782,Pikachu Illustration Rare 173/165 Scarlet & Violet,1,105.99
2026-06-27,19:36:18,03-14838-05158,Mega Greninja ex 116/086 Special Illustration Rare,1,300
2026-06-28,7:46:00,20-14810-90655,2026 TOPPS CHROME BASEBALL JUMBO HOBBY BOX - PRESA,2,1069.9
2026-06-28,13:10:28,08-14832-11965,2026 Topps Tier One MLB Baseball Hobby Box - On Ha,2,898
2026-06-28,14:35:56,14-14822-64919,Super Prismatic Evolutions Playmat Pokemon TCG Pad,1,24.95
2026-06-28,15:45:49,14-14822-87913,Eevee Prismatic Evolutions Card Sleeves Pokemon TC,1,13
2026-06-28,16:09:10,12-14826-31127,2025 TOPPS CHROME PLATINUM BASEBALL VALUE BLASTER,2,106.82
2026-06-28,16:45:12,10082856335603,Exeggcute 065/064 Art Rare Paradise Dragona sv7a Korean KR Pokemon TCG NM,1,0.99
2026-06-28,19:15:30,10087107804821,Snom 073/071 Art Rare Wild Force sv5k Korean KR Pokemon TCG NM,1,0.99
2026-06-28,22:10:40,10-14830-53780,Jordan Whittington #352 No Name Rated Rookie (RC),1,8.99
2026-06-30,16:43:19,16-14828-87803,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,1,9.95
2026-06-30,17:16:38,02-14853-07800,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,1,9.95
2026-06-30,19:24:23,21-14820-62806,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,1,9.95
2026-07-01,16:13:34,05-14852-51384,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,1,9.95
2026-07-01,19:13:57,10-14843-74669,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,1,9.95
2026-07-01,20:46:28,03-14856-06260,Flareon GX SM171 Black Star Promo Sun & Moon Pokem,1,9.99
2026-07-01,21:22:26,09-14845-87623,Metagross V Full Art Ultra Rare 181/198 Chilling R,1,5.95
2026-07-02,7:26:02,27-14817-22543,2026 Topps Series 2 Baseball All Star Game Mega Bo,1,89.95
2026-07-02,19:05:28,25-14823-19292,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,1,9.95
2026-07-02,22:37:51,24-14840-15194,Suicune V Full Art Ultra Rare 173/203 Evolving Ski,1,9.95
2026-07-03,6:24:40,13-14845-12686,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,2,19.5
2026-07-03,17:01:44,15-14843-68946,Zoroark Cosmos Holo Stamped 062/086 White Flare Pr,1,2.49
2026-07-03,17:20:32,07-14857-60245,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,1,9.95
2026-07-03,20:37:26,14-14846-00653,2025 Topps Chrome Black NFL Football Hobby Box Pre,2,809.82
2026-07-04,11:04:26,19-14839-50699,Super Prismatic Evolutions Playmat Pokemon TCG Pad,1,24.95
2026-07-04,16:50:48,10-14855-55251,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,6,51.3
2026-07-04,17:01:02,02-14869-86801,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,1,9.5
2026-07-04,18:40:44,18-14842-44087,Eevee VMAX SWSH087 Holo Promo Sword & Shield Promo,1,4
2026-07-05,8:02:32,04-14867-92845,2025-26 Topps NBA Hoops Basketball SEALED Hobby Bo,1,234.95
2026-07-05,11:19:21,06-14865-39588,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,4,34.2
2026-07-05,21:24:11,05-14869-57913,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,1,9.5
2026-07-05,22:36:22,11-14858-77958,Mewtwo VSTAR Ultra Rare Pokemon GO Pokemon TCG NM,1,8.99
2026-07-06,11:00:28,10-14862-75697,Topps 2025 Inception Hobby Box Factory Sealed - On,3,807
2026-07-06,16:58:25,11-14862-64932,Reshiram 022/142 Stellar Crown Stamped Cosmos Holo,1,3.99
2026-07-07,1:13:21,20-14848-55608,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,2,18.04
2026-07-07,2:41:39,04-14876-16861,Adam Vinatieri /94 SP 2025 Panini Instant #440 Pat,1,11.99
2026-07-07,4:59:55,11-14864-32325,Drake Maye #431 2025 Panini Instant NFL /1230 #d A,1,5.49
2026-07-08,13:24:45,11-14870-58450,Pokemon 15 Card Lot 1 Ultra Rare + 14 Holos | Perf,2,18.04
2026-07-08,22:02:33,04-14884-45825,Lycanroc V SWSH199 Sword & Shield Black Star Promo,1,1.49
2026-07-09,17:33:10,19-14862-28387,2026 Topps Series 2 Baseball Hobby Box Factory Sea,1,139.95
2026-07-10,7:39:30,17-14867-59558,2025 Topps Cooper Flagg Power Players PP-16 | Dall,1,6
2026-07-10,9:56:13,18-14866-49127,2025-26 Topps NBA Hoops Basketball SEALED Hobby Bo,1,205
2026-07-10,12:21:56,04-14891-20571,2x Lot - Vibes TCG Pudgy Penguins Series 3 Booster,1,20.95
